"NEPAL: Who is doing What, Where (3W)",,Date:,10/2/2015,,,,,,,,
,,,,,,,,,,,
WHO,WHERE (14 districts),,,,WHAT (ongoing and completed activities),,,Beneficiaries,,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Jyamdi Mandan,524 2 05 24 5 071,Distribution of Shelter Material,Tarpaulin,,,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Jaisithok Mandan,524 2 05 24 5 070,Distribution of Shelter Material,Tarpaulin,,,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Rabiopi,524 2 05 24 5 066,Distribution of Shelter Material,Tarpaulin,,,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Panauti Municipality,524 2 05 24 3 002,Distribution of Shelter Material,Tarpaulin, 220 ,220,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Bhimkhori,524 2 05 24 5 025,Distribution of NFI,Household kits (excluding tarpaulins), 2 , -   ,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Mangaltar,524 2 05 24 5 023,Distribution of NFI,Household kits (excluding tarpaulins), 19 , -   ,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Chaubas,524 2 05 24 5 076,Distribution of NFI,Household kits (excluding tarpaulins), 2 , -   ,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Sanuwangthali,524 2 05 24 5 010,Distribution of NFI,Household kits (excluding tarpaulins), 8 , -   ,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Walting,524 2 05 24 5 021,Distribution of NFI,Household kits (excluding tarpaulins), 5 , -   ,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Patikharka,,Distribution of Shelter Material,Tarpaulin, 250 ,250,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Okse,,Distribution of Shelter Material,Tarpaulin, 25 ,25,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Amarjyoti,,Distribution of Shelter Material,Tarpaulin, 1 ,1,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Bhumlutar,524 2 05 24 5 075,Distribution of Shelter Material,Tarpaulin, 15 ,15,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,ChalalGaneshsthan,524 2 05 24 5 047,Distribution of Shelter Material,Tarpaulin, 10 ,10,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,ChyasingKharka,524 2 05 24 5 053,Distribution of Shelter Material,Tarpaulin, 20 ,20,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Kushadevi,524 2 05 24 5 062,Distribution of Shelter Material,Tarpaulin, 40 ,40,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Panchkhal,524 2 05 24 5 073,Distribution of Shelter Material,Tarpaulin,25,25,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Saping,524 2 05 24 5 084,Distribution of Shelter Material,Tarpaulin,40,40,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Bhugdeu Mahankalchaur,524 2 05 24 5 032,Distribution of Shelter Material,Tarpaulin,30,30,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Dapcha Chatraebangha,524 2 05 24 5 035,Distribution of Shelter Material,Tarpaulin,15,15,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Salle Blullu,524 2 05 24 5 083,Distribution of Shelter Material,Tarpaulin,185,185,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Phalametar,524 2 05 24 5 048,Distribution of Shelter Material,Tarpaulin,32,32,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Dhungkharka Bahrabisae,524 2 05 24 5 054,Distribution of Shelter Material,Tarpaulin,20,20,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Panauti Municipality,524 2 05 24 3 002,Distribution of Shelter Material,Tarpaulin,98,98,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Sangkhupatichaur,524 2 05 24 5 018,Distribution of Shelter Material,Tarpaulin,23,23,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Banepa Municipality,524 2 05 24 3 003,Distribution of Shelter Material,Tarpaulin,4,4,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Gairi Bisauna Deupur,524 2 05 24 5 060,Distribution of Shelter Material,Tarpaulin,60,60,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Salme Taldhunga,524 2 05 24 5 050,Distribution of Shelter Material,Tarpaulin,23,23,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Bhimkhori,524 2 05 24 5 025,Distribution of Shelter Material,Tarpaulin,250,250,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Mangaltar,524 2 05 24 5 023,Distribution of Shelter Material,Tarpaulin,140,140,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Pokhari Narayansthan,524 2 05 24 5 017,Distribution of Shelter Material,Tarpaulin,90,90,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Shikhar Ambote,524 2 05 24 5 033,Distribution of Shelter Material,Tarpaulin,40,36,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Ugratara Janagal,524 2 05 24 5 058,Distribution of Shelter Material,Tarpaulin,10,6,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Walting,524 2 05 24 5 021,Distribution of Shelter Material,Tarpaulin,470,470,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Bekhsimle Ghartigaon,524 2 05 24 5 086,Distribution of Shelter Material,Tarpaulin,310,310,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Rabiopi,524 2 05 24 5 066,Distribution of Shelter Material,Tarpaulin, 1 ,1,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Phalete,524 2 05 24 5 082,Distribution of Shelter Material,Tarpaulin, 32 ,32,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Dolalghat,524 2 05 24 5 078,Distribution of Shelter Material,Tarpaulin, 1 ,1,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Balthali,524 2 05 24 5 051,Distribution of Shelter Material,Tarpaulin, 1 ,1,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Dhulikhel Municipality,524 2 05 24 3 001,Distribution of Shelter Material,Tarpaulin, 50 ,50,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Panauti Municipality,524 2 05 24 3 002,Distribution of Shelter Material,Tarpaulin,50,50,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Bhimkhori,524 2 05 24 5 025,Distribution of Shelter Material,Tarpaulin,173,173,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Devitar,524 2 05 24 5 069,Distribution of Shelter Material,Tarpaulin, 78 ,78,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Panchkhal,524 2 05 24 5 073,Distribution of Shelter Material,Tarpaulin, 45 ,45,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Panchkhal,524 2 05 24 5 073,Distribution of Shelter Material,Tarpaulin, 57 ,57,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Dhulikhel Municipality,524 2 05 24 3 001,Distribution of Shelter Material,Tarpaulin, 25 ,25,Households,,
Shelter NFIs,Kabhrepalanchok,524 2 05 24,Dhulikhel Municipality,524 2 05 24 3 001,Distribution of Shelter Material,Tarpaulin, 65 ,65,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Shankarapur Municipality,,Distribution of Shelter Material,Tarpaulin, 200 ,200,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Shankarapur Municipality,,Distribution of Shelter Material,Tarpaulin, 200 ,200,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Shankarapuri Municipality,,Distribution of Shelter Material,Tarpaulin, 500 ,500,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Shankarapuri Municipality,,Distribution of Shelter Material,Tarpaulin,1000,1000,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Lapsiphedi,524 2 05 27 5 002,Distribution of Shelter Material,Tarpaulin,100,100,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tarpaulin, 6 ,6,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tarpaulin,15,15,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tents,20,40,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tarpaulin, 100 ,100,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tarpaulin, 250 ,250,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 60 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 40 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 127 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 31 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 139 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,CGI Bundle (72ft/bundle),152, -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 9 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tool kits and fixings, 12 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tool kits and fixings, 8 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tool kits and fixings, 25 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tool kits and fixings, 6 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tool kits and fixings, 28 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tool kits and fixings, 30 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Syaphru,,Distribution of Shelter Material,Tool kits and fixings, 2 , -   ,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Tokhachandeshwari,524 2 05 27 5 026,Distribution of Shelter Material,Blankets, 1 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Blankets, 4 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Blankets, 8 ,8,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin, 40 ,40,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Tokhachandeshwari,524 2 05 27 5 026,Distribution of Shelter Material,Tarpaulin, 2 ,2,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Tarpaulin, 8 ,10,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Tarpaulin, 13 ,13,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Tarpaulin,14,17,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Ichangunarayan,524 2 05 27 5 036,Distribution of Shelter Material,Blankets, 7 ,22,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Alapot,524 2 05 27 5 011,Distribution of Shelter Material,Tarpaulin, 20 ,20,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Tarpaulin, 50 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Blankets, 25 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Blankets, 3 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Mulpani,524 2 05 27 5 009,Distribution of Shelter Material,Tarpaulin, 1 ,1,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Distribution of Shelter Material,Tarpaulin, 4 ,11,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Jitpur Phedi,524 2 05 27 5 032,Distribution of Shelter Material,Blankets, 400 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Dhapasi,524 2 05 27 5 027,Distribution of Shelter Material,Blankets, 20 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Gongabu,524 2 05 27 5 028,Distribution of Shelter Material,Blankets, 10 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Blankets, 20 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Jitpur Phedi,524 2 05 27 5 032,Distribution of NFI,Household kits (excluding tarpaulins), 400 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Dhapasi,524 2 05 27 5 027,Distribution of NFI,Household kits (excluding tarpaulins), 20 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Gongabu,524 2 05 27 5 028,Distribution of NFI,Household kits (excluding tarpaulins), 10 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of NFI,Household kits (excluding tarpaulins), 20 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Jitpur Phedi,524 2 05 27 5 032,Distribution of Shelter Material,Tarpaulin,400,400,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Dhapasi,524 2 05 27 5 027,Distribution of Shelter Material,Tarpaulin, 20 ,20,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Gongabu,524 2 05 27 5 028,Distribution of Shelter Material,Tarpaulin, 10 ,10,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin,20,20,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Balambu,524 2 05 27 5 045,Distribution of Shelter Material,Blankets, 109 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin, 10 ,10,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Balambu,524 2 05 27 5 045,Distribution of Shelter Material,Tarpaulin, 109 ,109,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Mahadevsthan,524 2 05 27 5 046,Distribution of Shelter Material,Blankets, 40 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Mahadevsthan,524 2 05 27 5 046,Distribution of Shelter Material,Tarpaulin, 40 ,40,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Blankets, 60 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Blankets, 34 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Ramkot,524 2 05 27 5 038,Distribution of Shelter Material,Blankets, 87 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Tarpaulin, 34 ,34,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Tarpaulin, 60 ,60,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Ramkot,524 2 05 27 5 038,Distribution of Shelter Material,Tarpaulin, 87 ,87,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Badbhanjyang,524 2 05 27 5 042,Distribution of Shelter Material,Blankets,270,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Machchhegaun,524 2 05 27 5 049,Distribution of Shelter Material,Tarpaulin, 210 ,210,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Badbhanjyang,524 2 05 27 5 042,Distribution of Shelter Material,Tarpaulin, 270 ,270,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Blankets, 25 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Badbhanjyang,524 2 05 27 5 042,Distribution of Shelter Material,Blankets, 88 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Machchhegaun,524 2 05 27 5 049,Distribution of Shelter Material,Blankets,58,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Machchhegaun,524 2 05 27 5 049,Distribution of Shelter Material,Blankets,50,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin,25,26,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Badbhanjyang,524 2 05 27 5 042,Distribution of Shelter Material,Tarpaulin,169,169,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Machchhegaun,524 2 05 27 5 049,Distribution of Shelter Material,Tarpaulin,58,58,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Machchhegaun,524 2 05 27 5 049,Distribution of Shelter Material,Tarpaulin,50,50,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Blankets, 142 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Tarpaulin, 142 ,142,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Nanglebhare,524 2 05 27 5 001,Distribution of Shelter Material,Tarpaulin,135,135,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Narayanchowr,,Distribution of Shelter Material,Blankets, 50 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Balambu,524 2 05 27 5 045,Distribution of Shelter Material,Blankets, 50 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Jorpati,524 2 05 27 5 012,Distribution of Shelter Material,Blankets, 50 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Balambu,524 2 05 27 5 045,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 60 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Dharmasthali,524 2 05 27 5 034,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 84 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Balambu,524 2 05 27 5 045,Distribution of Shelter Material,Construction Materials, 125 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Dharmasthali,524 2 05 27 5 034,Distribution of Shelter Material,Construction Materials, 150 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of NFI,Household kits (excluding tarpaulins),4,4,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin, 55 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin, 40 ,40,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin, 6 ,6,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin, 3 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin,55,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Balambu,524 2 05 27 5 045,Distribution of Shelter Material,Tool kits and fixings, 2 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Balambu,524 2 05 27 5 045,Distribution of Shelter Material,Tool kits and fixings, 10 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Dharmasthali,524 2 05 27 5 034,Distribution of Shelter Material,Tool kits and fixings, 3 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Dharmasthali,524 2 05 27 5 034,Distribution of Shelter Material,Tool kits and fixings, 15 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tents,12,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Gongabu,524 2 05 27 5 028,Distribution of Shelter Material,Tents, 2 ,32,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tents, 2 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tents, 1 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of NFI,Household kits (excluding tarpaulins), 70 ,70,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tarpaulin, 70 ,70,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kathmandu Metropolitan,524 2 05 27 1 001,Distribution of Shelter Material,Tents,50,50,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kabhresthali,524 2 05 27 5 029,Distribution of Shelter Material,Tarpaulin,100,100,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Sangla,524 2 05 27 5 030,Distribution of Shelter Material,Tarpaulin, 437 ,437,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Phutung,524 2 05 27 5 031,Distribution of Shelter Material,Tarpaulin, 100 ,100,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Jhormahangkal,524 2 05 27 5 024,Distribution of Shelter Material,Tarpaulin, 100 ,100,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,,,Distribution of Shelter Material,Tents, 10 ,,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Blankets, 200 ,200,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Blankets, 245 ,245,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Tarpaulin, 200 ,200,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Kirtipur Municipality,524 2 05 27 3 002,Distribution of Shelter Material,Tarpaulin, 245 ,245,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Dharmasthali,524 2 05 27 5 034,Cash Distribution,Unconditional Cash," 1,807,500 ",241,Households,,
Shelter NFIs,Kathmandu,524 2 05 27,Goldhunga,524 2 05 27 5 035,Cash Distribution,Unconditional Cash," 1,875,000 ",250,Households,,
